"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/Worm_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.643059,-0.0290891,-0.765251,0,-0.00427042,-0.999389,0.0344007,0,-0.7658,-0.0188541,-0.642803,0,0.193434,-0.0365801,0.068766,1],initial_joint_pose:[0.31301,0.194648,-0.38795,-2.74978,-0.0270625,2.06228,0.727268],initial_x_ds:-0.98,initial_y_ds:-0.05,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:4,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
12047427,0.270003,0.708881,-0.316827,-1.851696,0.099746,1.617421,0.662766,0.613571,-0.027864,-0.789136,0,0.019089,-0.998552,0.0501,0,-0.789404,-0.045804,-0.612162,0,0.438059,-0.023834,0.061646,1,-0.001499,0.000984,0.011993,-0.00391,-0.533238,-0.421412,-1.15545,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047428,0.27,0.708884,-0.316823,-1.851691,0.099748,1.617423,0.662764,0.613574,-0.02786,-0.789134,0,0.019089,-0.998552,0.050096,0,-0.789402,-0.045802,-0.612165,0,0.438061,-0.023833,0.061645,1,-0.001492,0.000989,0.011946,-0.003944,-0.534595,-0.428422,-1.159805,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047429,0.27,0.708879,-0.316831,-1.851689,0.099748,1.617425,0.662766,0.613582,-0.027868,-0.789127,0,0.019083,-0.998552,0.050101,0,-0.789396,-0.045801,-0.612174,0,0.438064,-0.023836,0.061648,1,-0.00148,0.000975,0.011847,-0.003881,-0.537741,-0.444809,-1.163185,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047430,0.269997,0.708891,-0.316825,-1.851688,0.099744,1.61742,0.662768,0.613568,-0.027869,-0.789137,0,0.019086,-0.998552,0.050104,0,-0.789406,-0.045805,-0.61216,0,0.43806,-0.023836,0.061643,1,-0.001496,0.000975,0.011962,-0.003867,-0.54231,-0.474173,-1.166803,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047431,0.27,0.708886,-0.316825,-1.851697,0.099744,1.617425,0.662767,0.613569,-0.027866,-0.789137,0,0.019089,-0.998552,0.050103,0,-0.789406,-0.045806,-0.61216,0,0.438058,-0.023835,0.061643,1,-0.001503,0.000979,0.01202,-0.003882,-0.546797,-0.51124,-1.163451,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047432,0.269998,0.708885,-0.316833,-1.851692,0.099744,1.617425,0.662767,0.613575,-0.027874,-0.789132,0,0.019081,-0.998552,0.050107,0,-0.789401,-0.045803,-0.612166,0,0.438061,-0.02384,0.061645,1,-0.001492,0.000962,0.011918,-0.003796,-0.548478,-0.543959,-1.156568,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047433,0.270005,0.708886,-0.316825,-1.851693,0.099745,1.617422,0.662765,0.61357,-0.02786,-0.789136,0,0.019095,-0.998552,0.0501,0,-0.789405,-0.045809,-0.612161,0,0.43806,-0.023833,0.061644,1,-0.001498,0.000989,0.011991,-0.003939,-0.547784,-0.56847,-1.153294,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047434,0.27,0.708887,-0.316828,-1.851694,0.099745,1.617424,0.662765,0.613571,-0.027866,-0.789136,0,0.019088,-0.998552,0.050102,0,-0.789405,-0.045805,-0.612162,0,0.438059,-0.023836,0.061644,1,-0.001498,0.000975,0.011981,-0.003863,-0.546702,-0.587355,-1.152648,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047435,0.27,0.708884,-0.316823,-1.851692,0.099744,1.617424,0.66277,0.613574,-0.027865,-0.789134,0,0.01909,-0.998552,0.050103,0,-0.789402,-0.045807,-0.612165,0,0.438061,-0.023834,0.061645,1,-0.001492,0.000986,0.011946,-0.003929,-0.545922,-0.597978,-1.154866,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047436,0.269998,0.708882,-0.316828,-1.851694,0.099747,1.617422,0.662771,0.613573,-0.027872,-0.789134,0,0.01908,-0.998552,0.050104,0,-0.789403,-0.045801,-0.612164,0,0.43806,-0.023836,0.061646,1,-0.001496,0.000975,0.01196,-0.003865,-0.54581,-0.590105,-1.162583,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047437,0.270005,0.708877,-0.316828,-1.851692,0.099743,1.617424,0.662767,0.61358,-0.027862,-0.789129,0,0.019093,-0.998552,0.050102,0,-0.789397,-0.045809,-0.612171,0,0.438063,-0.023834,0.061648,1,-0.001484,0.000985,0.011883,-0.003934,-0.54601,-0.556422,-1.177152,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047438,0.270005,0.708881,-0.316827,-1.851692,0.099744,1.617422,0.662764,0.613575,-0.027861,-0.789132,0,0.019094,-0.998552,0.0501,0,-0.789401,-0.045809,-0.612167,0,0.438062,-0.023833,0.061647,1,-0.001489,0.000987,0.011926,-0.003937,-0.546609,-0.510638,-1.195042,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047439,0.270005,0.708882,-0.316828,-1.851692,0.099744,1.617424,0.662764,0.613576,-0.027861,-0.789132,0,0.019094,-0.998552,0.050101,0,-0.7894,-0.045809,-0.612167,0,0.438062,-0.023834,0.061646,1,-0.001489,0.000984,0.011925,-0.003923,-0.547576,-0.468556,-1.206991,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047440,0.27,0.708886,-0.316825,-1.851686,0.099744,1.617425,0.662766,0.613577,-0.027864,-0.789131,0,0.019091,-0.998552,0.050102,0,-0.789399,-0.045807,-0.612169,0,0.438063,-0.023835,0.061645,1,-0.001483,0.000981,0.011872,-0.003911,-0.54959,-0.430872,-1.207791,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047441,0.270003,0.708882,-0.316825,-1.851693,0.099743,1.617422,0.662766,0.613574,-0.027862,-0.789134,0,0.019092,-0.998552,0.050101,0,-0.789402,-0.045808,-0.612165,0,0.438061,-0.023834,0.061646,1,-0.001493,0.000985,0.011952,-0.003925,-0.552465,-0.398333,-1.20242,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047442,0.270003,0.708884,-0.316828,-1.851694,0.099747,1.617424,0.662766,0.613573,-0.027865,-0.789134,0,0.019088,-0.998552,0.050101,0,-0.789403,-0.045804,-0.612164,0,0.43806,-0.023834,0.061645,1,-0.001495,0.000983,0.011966,-0.003907,-0.553358,-0.373869,-1.196864,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047443,0.270002,0.708884,-0.316828,-1.851692,0.099748,1.617421,0.662764,0.613572,-0.027863,-0.789135,0,0.019088,-0.998552,0.050098,0,-0.789403,-0.045803,-0.612164,0,0.438061,-0.023834,0.061645,1,-0.001494,0.000983,0.011955,-0.003913,-0.551933,-0.355967,-1.191042,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047444,0.269999,0.708882,-0.316828,-1.851693,0.099744,1.617425,0.662764,0.613576,-0.027864,-0.789132,0,0.019088,-0.998552,0.0501,0,-0.789401,-0.045804,-0.612167,0,0.438061,-0.023837,0.061646,1,-0.001491,0.000974,0.011929,-0.003863,-0.549641,-0.342277,-1.186035,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047445,0.270002,0.708882,-0.316825,-1.851692,0.099748,1.617426,0.662766,0.613578,-0.027862,-0.78913,0,0.019089,-0.998552,0.050099,0,-0.789399,-0.045804,-0.612169,0,0.438062,-0.023833,0.061646,1,-0.001488,0.000989,0.011915,-0.003947,-0.546479,-0.335815,-1.184735,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047446,0.270003,0.708882,-0.316828,-1.851691,0.099748,1.617426,0.662766,0.613578,-0.027864,-0.78913,0,0.019088,-0.998552,0.0501,0,-0.789399,-0.045804,-0.61217,0,0.438063,-0.023834,0.061646,1,-0.001486,0.000984,0.011898,-0.003923,-0.543093,-0.338893,-1.186652,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047447,0.27,0.708884,-0.316825,-1.851689,0.099746,1.617422,0.66277,0.613575,-0.027867,-0.789133,0,0.019087,-0.998552,0.050103,0,-0.789401,-0.045805,-0.612166,0,0.438062,-0.023834,0.061646,1,-0.001488,0.000983,0.011913,-0.003916,-0.541447,-0.347397,-1.189335,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047448,0.27,0.708884,-0.316825,-1.851689,0.099748,1.617425,0.662765,0.613576,-0.027862,-0.789131,0,0.019088,-0.998552,0.050098,0,-0.7894,-0.045803,-0.612168,0,0.438062,-0.023834,0.061645,1,-0.001487,0.000984,0.011908,-0.003925,-0.541995,-0.357085,-1.18945,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047449,0.270006,0.708882,-0.316828,-1.851691,0.099745,1.617425,0.662768,0.613578,-0.027865,-0.78913,0,0.019091,-0.998552,0.050104,0,-0.789399,-0.045809,-0.612169,0,0.438062,-0.023833,0.061646,1,-0.001486,0.000987,0.011905,-0.003939,-0.542598,-0.368365,-1.186205,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047450,0.269997,0.708886,-0.316823,-1.851694,0.099744,1.617426,0.662764,0.613572,-0.027861,-0.789135,0,0.019091,-0.998552,0.050099,0,-0.789404,-0.045805,-0.612163,0,0.43806,-0.023835,0.061643,1,-0.001497,0.00098,0.011978,-0.003891,-0.544009,-0.3798,-1.168559,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047451,0.27,0.708879,-0.316828,-1.851692,0.099747,1.617422,0.662769,0.613576,-0.027868,-0.789131,0,0.019083,-0.998552,0.050102,0,-0.7894,-0.045801,-0.612168,0,0.438062,-0.023835,0.061647,1,-0.001489,0.00098,0.011915,-0.003901,-0.54838,-0.386002,-1.125196,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047452,0.269997,0.708886,-0.316825,-1.851696,0.099747,1.617424,0.662767,0.613569,-0.027867,-0.789137,0,0.019084,-0.998552,0.050101,0,-0.789406,-0.045801,-0.612161,0,0.438058,-0.023836,0.061643,1,-0.001502,0.000977,0.012013,-0.003871,-0.553653,-0.386115,-1.069268,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047453,0.269997,0.708884,-0.316828,-1.851694,0.099745,1.617425,0.662767,0.613573,-0.027869,-0.789134,0,0.019084,-0.998552,0.050103,0,-0.789402,-0.045802,-0.612165,0,0.43806,-0.023837,0.061645,1,-0.001495,0.000972,0.011954,-0.003848,-0.557863,-0.382767,-1.016422,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047454,0.27,0.708884,-0.316825,-1.851694,0.099748,1.617422,0.662766,0.613571,-0.027864,-0.789136,0,0.019086,-0.998552,0.050099,0,-0.789404,-0.045801,-0.612163,0,0.43806,-0.023834,0.061645,1,-0.001498,0.000984,0.011985,-0.003915,-0.561298,-0.380245,-0.974813,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047455,0.269997,0.708883,-0.31683,-1.851692,0.099746,1.617424,0.662764,0.613575,-0.027869,-0.789132,0,0.019083,-0.998552,0.050102,0,-0.789401,-0.045801,-0.612167,0,0.438061,-0.023838,0.061646,1,-0.001491,0.000967,0.011921,-0.003828,-0.563174,-0.38067,-0.95134,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047456,0.27,0.708887,-0.316828,-1.851691,0.099744,1.617425,0.66277,0.613574,-0.02787,-0.789133,0,0.019086,-0.998552,0.050107,0,-0.789402,-0.045807,-0.612165,0,0.438061,-0.023836,0.061644,1,-0.001492,0.000975,0.011931,-0.003871,-0.563439,-0.382006,-0.946148,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047457,0.27,0.708882,-0.316823,-1.851691,0.099743,1.617426,0.662766,0.613577,-0.027861,-0.789131,0,0.019093,-0.998552,0.0501,0,-0.7894,-0.045808,-0.612168,0,0.438062,-0.023834,0.061646,1,-0.001488,0.000986,0.011917,-0.00393,-0.562365,-0.396924,-0.954573,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047458,0.269997,0.708884,-0.316825,-1.851697,0.099745,1.617421,0.662768,0.613568,-0.027868,-0.789138,0,0.019084,-0.998552,0.050102,0,-0.789407,-0.045802,-0.612159,0,0.438058,-0.023836,0.061645,1,-0.001504,0.000977,0.012023,-0.003867,-0.558112,-0.436524,-0.970338,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047459,0.270003,0.708881,-0.316828,-1.851694,0.099748,1.617421,0.662767,0.613573,-0.027865,-0.789134,0,0.019087,-0.998552,0.0501,0,-0.789403,-0.045803,-0.612165,0,0.43806,-0.023834,0.061646,1,-0.001495,0.000984,0.011963,-0.003916,-0.550257,-0.486741,-0.989415,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047460,0.270002,0.708884,-0.316828,-1.851695,0.099745,1.617424,0.662764,0.613572,-0.027863,-0.789135,0,0.019091,-0.998552,0.0501,0,-0.789403,-0.045806,-0.612163,0,0.43806,-0.023835,0.061645,1,-0.001497,0.00098,0.011975,-0.003892,-0.541043,-0.531721,-1.010851,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047461,0.270001,0.708883,-0.316825,-1.851691,0.099748,1.617421,0.662761,0.613573,-0.027858,-0.789134,0,0.019091,-0.998552,0.050094,0,-0.789402,-0.045802,-0.612165,0,0.438061,-0.023833,0.061646,1,-0.001491,0.000986,0.011941,-0.003932,-0.530625,-0.566468,-1.044808,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047462,0.27,0.708884,-0.31683,-1.851694,0.099748,1.617424,0.662764,0.613573,-0.027867,-0.789134,0,0.019084,-0.998552,0.0501,0,-0.789403,-0.045801,-0.612165,0,0.43806,-0.023837,0.061645,1,-0.001496,0.000974,0.011959,-0.00386,-0.518024,-0.589432,-1.104099,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047463,0.269998,0.708884,-0.316828,-1.851694,0.099747,1.617424,0.66277,0.613573,-0.027871,-0.789134,0,0.019081,-0.998552,0.050104,0,-0.789403,-0.045801,-0.612164,0,0.43806,-0.023836,0.061645,1,-0.001496,0.000975,0.011963,-0.003864,-0.504654,-0.599591,-1.175572,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047464,0.27,0.708881,-0.316825,-1.851687,0.099747,1.617422,0.662766,0.613579,-0.027863,-0.78913,0,0.019087,-0.998552,0.050098,0,-0.789398,-0.045802,-0.61217,0,0.438064,-0.023834,0.061647,1,-0.001481,0.000985,0.011865,-0.003932,-0.493644,-0.60083,-1.240965,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047465,0.270005,0.708881,-0.316825,-1.851696,0.099745,1.617424,0.662765,0.613573,-0.02786,-0.789134,0,0.019094,-0.998552,0.050099,0,-0.789403,-0.045808,-0.612164,0,0.43806,-0.023832,0.061646,1,-0.001497,0.000991,0.011984,-0.00395,-0.485483,-0.600513,-1.294889,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047466,0.270003,0.708884,-0.316828,-1.851692,0.099745,1.617425,0.662764,0.613576,-0.027863,-0.789132,0,0.019091,-0.998552,0.050101,0,-0.7894,-0.045807,-0.612167,0,0.438062,-0.023835,0.061645,1,-0.00149,0.000981,0.011925,-0.003905,-0.478524,-0.599131,-1.331263,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047467,0.270005,0.708884,-0.316825,-1.851696,0.099748,1.617425,0.662764,0.613572,-0.02786,-0.789135,0,0.019092,-0.998552,0.050097,0,-0.789403,-0.045806,-0.612164,0,0.438059,-0.023832,0.061644,1,-0.001498,0.000992,0.011997,-0.003953,-0.473363,-0.592315,-1.347815,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047468,0.270001,0.708879,-0.316823,-1.851689,0.099747,1.617424,0.662767,0.61358,-0.02786,-0.789129,0,0.019091,-0.998552,0.050098,0,-0.789397,-0.045805,-0.612172,0,0.438064,-0.023832,0.061647,1,-0.001481,0.000992,0.011874,-0.003972,-0.470582,-0.581798,-1.352172,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047469,0.27,0.708879,-0.316828,-1.851691,0.099744,1.617426,0.662765,0.61358,-0.027865,-0.789128,0,0.019088,-0.998552,0.050101,0,-0.789397,-0.045805,-0.612172,0,0.438063,-0.023836,0.061648,1,-0.001483,0.000977,0.01187,-0.003889,-0.470407,-0.568869,-1.354756,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047470,0.269997,0.708879,-0.31683,-1.851689,0.099747,1.617425,0.662766,0.613582,-0.027869,-0.789127,0,0.019081,-0.998552,0.050101,0,-0.789396,-0.045799,-0.612174,0,0.438064,-0.023837,0.061648,1,-0.001479,0.000971,0.011836,-0.003861,-0.473462,-0.548466,-1.357404,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047471,0.270003,0.708886,-0.31683,-1.851694,0.099746,1.617423,0.662761,0.613571,-0.027863,-0.789136,0,0.01909,-0.998552,0.0501,0,-0.789404,-0.045805,-0.612163,0,0.43806,-0.023836,0.061645,1,-0.001498,0.000975,0.011976,-0.003864,-0.478725,-0.523008,-1.352925,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047472,0.270003,0.708886,-0.316826,-1.851694,0.099748,1.617421,0.662762,0.613568,-0.02786,-0.789138,0,0.019091,-0.998552,0.050097,0,-0.789406,-0.045804,-0.61216,0,0.438059,-0.023834,0.061644,1,-0.001501,0.000986,0.01201,-0.003918,-0.483784,-0.501839,-1.334869,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047473,0.269998,0.708882,-0.316823,-1.851694,0.09975,1.617424,0.662763,0.613573,-0.02786,-0.789134,0,0.019087,-0.998552,0.050093,0,-0.789402,-0.045799,-0.612165,0,0.43806,-0.023833,0.061645,1,-0.001495,0.000987,0.011966,-0.003929,-0.487332,-0.487972,-1.308221,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047474,0.270005,0.708884,-0.316828,-1.851689,0.099746,1.617421,0.662768,0.613574,-0.027865,-0.789133,0,0.01909,-0.998552,0.050103,0,-0.789402,-0.045807,-0.612166,0,0.438062,-0.023834,0.061646,1,-0.001489,0.000986,0.011922,-0.003933,-0.490287,-0.479067,-1.281895,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047475,0.27,0.708884,-0.31682,-1.851693,0.099745,1.617421,0.662767,0.61357,-0.02786,-0.789136,0,0.019093,-0.998552,0.050098,0,-0.789405,-0.045806,-0.612162,0,0.43806,-0.023832,0.061645,1,-0.001497,0.000992,0.01199,-0.003955,-0.493598,-0.474604,-1.256975,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047476,0.270005,0.708889,-0.316825,-1.851689,0.099745,1.617425,0.662763,0.613573,-0.027858,-0.789134,0,0.019097,-0.998552,0.0501,0,-0.789402,-0.045811,-0.612165,0,0.438061,-0.023833,0.061644,1,-0.001491,0.000989,0.011939,-0.003948,-0.497287,-0.475123,-1.231531,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047477,0.269997,0.708882,-0.316828,-1.851693,0.099745,1.617424,0.662761,0.613575,-0.027862,-0.789133,0,0.019088,-0.998552,0.050098,0,-0.789401,-0.045802,-0.612167,0,0.438061,-0.023837,0.061646,1,-0.001492,0.000971,0.011932,-0.00385,-0.498957,-0.475005,-1.219984,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047478,0.270005,0.708884,-0.316828,-1.851694,0.099744,1.617423,0.662761,0.613572,-0.027858,-0.789135,0,0.019096,-0.998552,0.050098,0,-0.789403,-0.045809,-0.612164,0,0.43806,-0.023834,0.061645,1,-0.001495,0.000984,0.011967,-0.003915,-0.494627,-0.470436,-1.241329,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047479,0.269997,0.708884,-0.316825,-1.851697,0.099747,1.617424,0.662766,0.61357,-0.027867,-0.789136,0,0.019084,-0.998552,0.0501,0,-0.789405,-0.045801,-0.612161,0,0.438058,-0.023836,0.061644,1,-0.001502,0.000977,0.012009,-0.003868,-0.485521,-0.464628,-1.28191,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047480,0.269999,0.708884,-0.316825,-1.851694,0.099744,1.617421,0.662765,0.61357,-0.027864,-0.789136,0,0.019089,-0.998552,0.050101,0,-0.789405,-0.045805,-0.612162,0,0.43806,-0.023835,0.061645,1,-0.001498,0.000979,0.011981,-0.003886,-0.476666,-0.45667,-1.31882,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047481,0.270008,0.708884,-0.31683,-1.851697,0.099744,1.617421,0.662765,0.613568,-0.027863,-0.789138,0,0.019094,-0.998552,0.050103,0,-0.789406,-0.04581,-0.612159,0,0.438058,-0.023834,0.061645,1,-0.001503,0.000984,0.012024,-0.003907,-0.470747,-0.449064,-1.34714,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047482,0.269998,0.708887,-0.316823,-1.851695,0.099744,1.617421,0.662765,0.613567,-0.027863,-0.789139,0,0.01909,-0.998552,0.0501,0,-0.789408,-0.045805,-0.612158,0,0.438058,-0.023835,0.061644,1,-0.001504,0.000979,0.012024,-0.003881,-0.467654,-0.446041,-1.363003,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047483,0.27,0.708887,-0.316823,-1.851694,0.099744,1.617423,0.662763,0.613569,-0.027859,-0.789137,0,0.019093,-0.998552,0.050098,0,-0.789406,-0.045806,-0.612161,0,0.438059,-0.023834,0.061643,1,-0.001501,0.000984,0.012006,-0.003909,-0.46712,-0.444816,-1.362437,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047484,0.270002,0.708887,-0.316823,-1.851694,0.099745,1.617425,0.662764,0.613571,-0.027859,-0.789136,0,0.019095,-0.998552,0.050099,0,-0.789404,-0.045808,-0.612162,0,0.438059,-0.023833,0.061643,1,-0.001498,0.000989,0.011996,-0.003939,-0.468716,-0.445768,-1.348946,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047485,0.27,0.708884,-0.316823,-1.851692,0.099744,1.617422,0.662765,0.613572,-0.027861,-0.789135,0,0.019092,-0.998552,0.050099,0,-0.789404,-0.045806,-0.612163,0,0.43806,-0.023834,0.061645,1,-0.001494,0.000985,0.011961,-0.003922,-0.471814,-0.449503,-1.33015,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047486,0.27,0.708884,-0.31683,-1.851694,0.099744,1.617421,0.662762,0.61357,-0.027866,-0.789136,0,0.019087,-0.998552,0.050101,0,-0.789405,-0.045804,-0.612162,0,0.438059,-0.023838,0.061645,1,-0.001498,0.000969,0.011973,-0.003831,-0.471982,-0.448342,-1.308075,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047487,0.27,0.708882,-0.31683,-1.851692,0.099745,1.617424,0.662763,0.613576,-0.027865,-0.789132,0,0.019087,-0.998552,0.050101,0,-0.789401,-0.045804,-0.612167,0,0.438062,-0.023837,0.061646,1,-0.00149,0.000972,0.011913,-0.003853,-0.463725,-0.437452,-1.278578,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047488,0.27,0.708886,-0.316833,-1.851694,0.099744,1.617425,0.662765,0.613572,-0.027872,-0.789134,0,0.019083,-0.998552,0.050107,0,-0.789403,-0.045804,-0.612164,0,0.43806,-0.02384,0.061644,1,-0.001497,0.000962,0.011956,-0.003796,-0.452704,-0.421085,-1.231278,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047489,0.269997,0.708884,-0.316828,-1.851687,0.099748,1.617422,0.662764,0.613577,-0.027867,-0.789131,0,0.019083,-0.998552,0.0501,0,-0.7894,-0.0458,-0.612168,0,0.438063,-0.023837,0.061646,1,-0.001484,0.000973,0.011874,-0.003865,-0.448473,-0.4031,-1.159294,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047490,0.269997,0.70888,-0.316823,-1.851691,0.099746,1.617419,0.662762,0.613574,-0.027859,-0.789133,0,0.019089,-0.998552,0.050094,0,-0.789402,-0.045801,-0.612166,0,0.438061,-0.023834,0.061647,1,-0.00149,0.000983,0.011928,-0.003916,-0.453496,-0.390258,-1.095141,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047491,0.270002,0.708881,-0.31683,-1.851689,0.099744,1.617424,0.662765,0.613579,-0.027865,-0.789129,0,0.019089,-0.998552,0.050103,0,-0.789398,-0.045807,-0.61217,0,0.438063,-0.023836,0.061647,1,-0.001483,0.000976,0.011866,-0.003886,-0.46613,-0.390483,-1.078322,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047492,0.270002,0.708882,-0.316826,-1.851689,0.099744,1.617421,0.662762,0.613576,-0.027859,-0.789132,0,0.019094,-0.998552,0.050098,0,-0.7894,-0.045808,-0.612168,0,0.438063,-0.023834,0.061647,1,-0.001486,0.000984,0.011897,-0.003926,-0.483063,-0.402343,-1.100762,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047493,0.27,0.708885,-0.316828,-1.851692,0.099744,1.617422,0.662762,0.613572,-0.027863,-0.789135,0,0.01909,-0.998552,0.050099,0,-0.789403,-0.045805,-0.612164,0,0.438061,-0.023837,0.061645,1,-0.001493,0.000974,0.011944,-0.003865,-0.500408,-0.41719,-1.13264,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047494,0.270002,0.708884,-0.316823,-1.851694,0.099744,1.617422,0.662765,0.613571,-0.02786,-0.789136,0,0.019093,-0.998552,0.050099,0,-0.789404,-0.045807,-0.612162,0,0.43806,-0.023833,0.061645,1,-0.001497,0.000988,0.011988,-0.003937,-0.514933,-0.428583,-1.156323,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047495,0.27,0.708889,-0.316825,-1.851697,0.099745,1.617421,0.662764,0.613564,-0.027864,-0.789141,0,0.019089,-0.998552,0.0501,0,-0.78941,-0.045804,-0.612155,0,0.438057,-0.023835,0.061642,1,-0.001509,0.000979,0.012064,-0.003876,-0.524947,-0.435542,-1.166534,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12047496,0.270003,0.708887,-0.31683,-1.851691,0.099743,1.617423,0.66276,0.613572,-0.027862,-0.789135,0,0.019093,-0.998552,0.050101,0,-0.789403,-0.045808,-0.612163,0,0.438061,-0.023837,0.061645,1,-0.001493,0.000974,0.011944,-0.00386,-0.532383,-0.436443,-1.166463,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
