"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/PShape_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.573126,-0.00323033,-0.819449,0,-0.00695561,-0.999966,-0.000922836,0,-0.819434,0.00622879,-0.57314,0,0.235074,-0.0658581,0.0674098,1],initial_joint_pose:[0.487182,0.395801,-0.603417,-2.5447,0.0725013,1.91511,0.538146],initial_x_ds:-0.75,initial_y_ds:-0.58,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:9.091,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
9325131,0.47949,0.600624,-0.466465,-2.205047,0.209521,1.676222,0.581545,0.502244,-0.001646,-0.864713,0,-0.007588,-0.999958,-0.002503,0,-0.86469,0.007818,-0.502245,0,0.318437,-0.001965,0.0581,1,0.007853,0.000854,-0.030185,-0.002708,-2.907967,-0.240048,-1.246589,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325132,0.479483,0.600621,-0.466473,-2.20505,0.209521,1.676221,0.581538,0.502244,-0.00165,-0.864713,0,-0.007598,-0.999958,-0.002506,0,-0.86469,0.007829,-0.502245,0,0.318436,-0.00197,0.058101,1,0.007848,0.000807,-0.030149,-0.002666,-2.911708,-0.220174,-1.255509,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325133,0.479485,0.600623,-0.466468,-2.205048,0.20952,1.676219,0.581535,0.502241,-0.001641,-0.864715,0,-0.00759,-0.999958,-0.00251,0,-0.864692,0.007824,-0.502242,0,0.318436,-0.001967,0.058101,1,0.007846,0.00083,-0.030151,-0.002685,-2.91469,-0.198552,-1.263131,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325134,0.479487,0.60062,-0.466468,-2.205046,0.209519,1.676221,0.581542,0.502247,-0.001645,-0.864711,0,-0.007589,-0.999958,-0.002506,0,-0.864688,0.007822,-0.502248,0,0.318439,-0.001966,0.058102,1,0.007868,0.000839,-0.030233,-0.002698,-2.918303,-0.184355,-1.271548,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325135,0.479486,0.600626,-0.466465,-2.205042,0.209524,1.676219,0.581541,0.502244,-0.001645,-0.864713,0,-0.007592,-0.999958,-0.002507,0,-0.86469,0.007824,-0.502246,0,0.318438,-0.001966,0.0581,1,0.007867,0.000847,-0.030232,-0.002705,-2.924964,-0.1832,-1.279391,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325136,0.47949,0.60063,-0.466468,-2.205045,0.209521,1.676222,0.581541,0.502241,-0.001647,-0.864715,0,-0.007587,-0.999958,-0.002502,0,-0.864692,0.007818,-0.502242,0,0.318437,-0.001966,0.058099,1,0.00785,0.000839,-0.03017,-0.002694,-2.933859,-0.192962,-1.280759,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325137,0.479487,0.600627,-0.466462,-2.205045,0.209519,1.676223,0.581536,0.502242,-0.001638,-0.864714,0,-0.007582,-0.999958,-0.002509,0,-0.864691,0.007816,-0.502244,0,0.318437,-0.001965,0.058099,1,0.007854,0.000849,-0.030188,-0.002704,-2.941484,-0.209848,-1.272359,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325138,0.47949,0.600628,-0.46647,-2.205047,0.20952,1.676223,0.581542,0.502242,-0.001649,-0.864714,0,-0.007589,-0.999958,-0.002501,0,-0.864691,0.007819,-0.502244,0,0.318436,-0.001968,0.058099,1,0.007848,0.000829,-0.030159,-0.002685,-2.945815,-0.227395,-1.258956,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325139,0.479491,0.600627,-0.466468,-2.205042,0.209519,1.67622,0.581542,0.502245,-0.001646,-0.864713,0,-0.007585,-0.999958,-0.002503,0,-0.864689,0.007816,-0.502246,0,0.318439,-0.001966,0.0581,1,0.007869,0.000843,-0.030239,-0.002702,-2.947986,-0.241639,-1.246723,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325140,0.479489,0.600625,-0.466468,-2.205047,0.209521,1.676219,0.581541,0.502241,-0.001646,-0.864715,0,-0.00759,-0.999958,-0.002505,0,-0.864692,0.007821,-0.502242,0,0.318436,-0.001966,0.0581,1,0.007848,0.000839,-0.030159,-0.002694,-2.949637,-0.254532,-1.23942,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325141,0.479488,0.600624,-0.46647,-2.205045,0.209521,1.676221,0.581538,0.502245,-0.001645,-0.864713,0,-0.007591,-0.999958,-0.002507,0,-0.864689,0.007823,-0.502246,0,0.318438,-0.001967,0.058101,1,0.007863,0.00083,-0.030213,-0.00269,-2.950672,-0.266692,-1.236938,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325142,0.47949,0.600624,-0.466462,-2.205048,0.209521,1.676218,0.581536,0.502239,-0.001635,-0.864716,0,-0.007582,-0.999958,-0.002513,0,-0.864693,0.007818,-0.502241,0,0.318436,-0.001964,0.0581,1,0.007841,0.000863,-0.030144,-0.002713,-2.949813,-0.278874,-1.237337,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325143,0.47949,0.600624,-0.466465,-2.205048,0.209524,1.676221,0.581541,0.502243,-0.001644,-0.864714,0,-0.007589,-0.999958,-0.002507,0,-0.864691,0.007822,-0.502244,0,0.318437,-0.001964,0.0581,1,0.007849,0.00086,-0.030173,-0.002712,-2.945263,-0.293307,-1.239163,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325144,0.479486,0.60062,-0.466468,-2.20505,0.209522,1.676223,0.581541,0.502246,-0.001646,-0.864712,0,-0.007594,-0.999958,-0.002507,0,-0.864689,0.007826,-0.502247,0,0.318437,-0.001967,0.058101,1,0.007854,0.000838,-0.030181,-0.002694,-2.93814,-0.305801,-1.24301,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325145,0.479488,0.600622,-0.466468,-2.20505,0.209521,1.676224,0.581543,0.502245,-0.001648,-0.864713,0,-0.007592,-0.999958,-0.002504,0,-0.864689,0.007823,-0.502246,0,0.318436,-0.001967,0.058101,1,0.007848,0.000836,-0.030161,-0.002692,-2.931213,-0.311815,-1.249041,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325146,0.479484,0.600624,-0.466464,-2.205046,0.209522,1.676223,0.581538,0.502246,-0.001642,-0.864712,0,-0.00759,-0.999958,-0.00251,0,-0.864689,0.007824,-0.502247,0,0.318438,-0.001966,0.0581,1,0.007861,0.000842,-0.03021,-0.0027,-2.926123,-0.313071,-1.253761,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325147,0.479485,0.600622,-0.466467,-2.205047,0.209523,1.676221,0.581541,0.502245,-0.001647,-0.864712,0,-0.007595,-0.999958,-0.002507,0,-0.864689,0.007826,-0.502247,0,0.318438,-0.001967,0.058101,1,0.007858,0.000836,-0.030196,-0.002694,-2.9235,-0.311953,-1.256974,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325148,0.479488,0.600622,-0.466465,-2.205045,0.209521,1.67622,0.581539,0.502245,-0.00164,-0.864713,0,-0.007586,-0.999958,-0.00251,0,-0.864689,0.00782,-0.502246,0,0.318438,-0.001965,0.058101,1,0.007863,0.000852,-0.03022,-0.002708,-2.922897,-0.311455,-1.261685,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325149,0.479489,0.600622,-0.46647,-2.205051,0.209522,1.676222,0.581543,0.502243,-0.00165,-0.864714,0,-0.007595,-0.999958,-0.002503,0,-0.86469,0.007825,-0.502245,0,0.318436,-0.001967,0.058101,1,0.007845,0.000833,-0.030146,-0.002688,-2.922801,-0.314165,-1.26556,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325150,0.479487,0.600617,-0.466468,-2.205046,0.209522,1.676223,0.581538,0.502252,-0.00164,-0.864709,0,-0.00759,-0.999958,-0.002512,0,-0.864685,0.007825,-0.502253,0,0.31844,-0.001966,0.058102,1,0.007878,0.000846,-0.030272,-0.002707,-2.921351,-0.317385,-1.267674,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325151,0.479486,0.600624,-0.466467,-2.205048,0.20952,1.676223,0.581535,0.502244,-0.00164,-0.864713,0,-0.007588,-0.999958,-0.00251,0,-0.86469,0.007822,-0.502246,0,0.318437,-0.001967,0.0581,1,0.007854,0.000833,-0.03018,-0.00269,-2.918624,-0.318988,-1.269204,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325152,0.479487,0.600624,-0.466465,-2.20505,0.209521,1.676224,0.581539,0.502243,-0.001643,-0.864714,0,-0.007588,-0.999958,-0.002507,0,-0.864691,0.007821,-0.502244,0,0.318436,-0.001966,0.0581,1,0.007844,0.000843,-0.030148,-0.002696,-2.915094,-0.320394,-1.26608,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325153,0.479486,0.600622,-0.466464,-2.205048,0.209523,1.676221,0.581541,0.502244,-0.001644,-0.864713,0,-0.007591,-0.999958,-0.002508,0,-0.86469,0.007824,-0.502245,0,0.318437,-0.001965,0.0581,1,0.007853,0.000848,-0.030181,-0.002703,-2.911659,-0.323228,-1.258065,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325154,0.479487,0.600622,-0.466467,-2.205051,0.209522,1.676224,0.58154,0.502245,-0.001645,-0.864713,0,-0.007591,-0.999958,-0.002507,0,-0.864689,0.007824,-0.502246,0,0.318436,-0.001966,0.0581,1,0.007847,0.000839,-0.030158,-0.002694,-2.909089,-0.327462,-1.249506,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325155,0.479485,0.600621,-0.46647,-2.205048,0.209521,1.676219,0.581536,0.502244,-0.001644,-0.864713,0,-0.007594,-0.999958,-0.00251,0,-0.86469,0.007827,-0.502245,0,0.318437,-0.001968,0.058102,1,0.007853,0.000825,-0.030176,-0.002683,-2.907187,-0.32911,-1.24408,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325156,0.479491,0.600624,-0.466468,-2.205045,0.20952,1.676218,0.581536,0.502242,-0.001639,-0.864715,0,-0.007584,-0.999958,-0.002509,0,-0.864691,0.007818,-0.502243,0,0.318437,-0.001966,0.058101,1,0.007855,0.000847,-0.030191,-0.002703,-2.906823,-0.329371,-1.243438,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325157,0.479487,0.60062,-0.466468,-2.205046,0.209521,1.676222,0.581539,0.502249,-0.001642,-0.864711,0,-0.007589,-0.999958,-0.002509,0,-0.864687,0.007823,-0.50225,0,0.318439,-0.001966,0.058102,1,0.00787,0.000842,-0.030242,-0.002702,-2.907839,-0.333252,-1.245139,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325158,0.479493,0.600624,-0.466465,-2.205048,0.209521,1.676219,0.581541,0.502241,-0.001641,-0.864715,0,-0.007584,-0.999958,-0.002507,0,-0.864691,0.007817,-0.502243,0,0.318436,-0.001964,0.0581,1,0.007848,0.000863,-0.030169,-0.002715,-2.908143,-0.340367,-1.246295,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325159,0.479493,0.600624,-0.466468,-2.205048,0.209522,1.676222,0.581538,0.502244,-0.001641,-0.864713,0,-0.007584,-0.999958,-0.002508,0,-0.86469,0.007818,-0.502245,0,0.318437,-0.001965,0.0581,1,0.007852,0.000854,-0.030179,-0.002707,-2.907156,-0.349595,-1.244872,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325160,0.479491,0.600622,-0.466468,-2.205048,0.209521,1.676222,0.581535,0.502245,-0.001638,-0.864713,0,-0.007584,-0.999958,-0.002511,0,-0.864689,0.007819,-0.502246,0,0.318437,-0.001966,0.058101,1,0.007855,0.000847,-0.030188,-0.002702,-2.905583,-0.35768,-1.243005,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325161,0.479489,0.600627,-0.466468,-2.205048,0.209521,1.676223,0.581538,0.502241,-0.001644,-0.864715,0,-0.007588,-0.999958,-0.002506,0,-0.864691,0.00782,-0.502243,0,0.318436,-0.001967,0.058099,1,0.007844,0.000834,-0.030146,-0.002689,-2.904047,-0.36049,-1.241525,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325162,0.479487,0.60062,-0.466467,-2.205045,0.209521,1.676222,0.581541,0.502249,-0.001644,-0.86471,0,-0.00759,-0.999958,-0.002507,0,-0.864687,0.007823,-0.50225,0,0.318439,-0.001966,0.058102,1,0.007872,0.000844,-0.030249,-0.002704,-2.903529,-0.359085,-1.239318,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325163,0.479488,0.600624,-0.466466,-2.205048,0.209524,1.676223,0.58154,0.502244,-0.001644,-0.864713,0,-0.007591,-0.999958,-0.002508,0,-0.86469,0.007824,-0.502246,0,0.318437,-0.001965,0.0581,1,0.007852,0.000849,-0.030177,-0.002703,-2.904009,-0.355992,-1.238725,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325164,0.479493,0.600627,-0.466463,-2.205048,0.209523,1.676224,0.581536,0.502242,-0.001635,-0.864715,0,-0.00758,-0.999958,-0.002511,0,-0.864691,0.007816,-0.502243,0,0.318436,-0.001963,0.058099,1,0.007843,0.00087,-0.030154,-0.00272,-2.904056,-0.354926,-1.236575,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325165,0.479489,0.600624,-0.466465,-2.205048,0.209523,1.67622,0.581536,0.502241,-0.001639,-0.864715,0,-0.007587,-0.999958,-0.002511,0,-0.864692,0.007822,-0.502242,0,0.318436,-0.001965,0.0581,1,0.007844,0.000851,-0.030151,-0.002703,-2.903277,-0.357675,-1.230727,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325166,0.479487,0.600622,-0.466468,-2.205045,0.209521,1.676218,0.581541,0.502243,-0.001646,-0.864714,0,-0.007591,-0.999958,-0.002506,0,-0.86469,0.007822,-0.502245,0,0.318438,-0.001966,0.058101,1,0.00786,0.00084,-0.030203,-0.002698,-2.903057,-0.358439,-1.227246,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325167,0.479488,0.600624,-0.466465,-2.205049,0.209521,1.676222,0.581541,0.502242,-0.001644,-0.864714,0,-0.007588,-0.999958,-0.002506,0,-0.864691,0.00782,-0.502243,0,0.318436,-0.001966,0.0581,1,0.007847,0.000847,-0.030159,-0.002701,-2.903327,-0.354294,-1.2276,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325168,0.47949,0.60063,-0.466462,-2.205045,0.209521,1.676222,0.581538,0.50224,-0.001639,-0.864715,0,-0.007581,-0.999958,-0.002508,0,-0.864692,0.007815,-0.502242,0,0.318437,-0.001964,0.058099,1,0.00785,0.000858,-0.030173,-0.002711,-2.903146,-0.351928,-1.225726,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325169,0.479487,0.600624,-0.466465,-2.205045,0.209521,1.676224,0.581535,0.502247,-0.001638,-0.864712,0,-0.007584,-0.999958,-0.002511,0,-0.864688,0.00782,-0.502248,0,0.318438,-0.001966,0.0581,1,0.007865,0.000844,-0.030224,-0.002702,-2.904427,-0.353035,-1.221021,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325170,0.479493,0.60062,-0.466465,-2.205048,0.209521,1.67622,0.581541,0.502244,-0.00164,-0.864713,0,-0.007584,-0.999958,-0.002508,0,-0.86469,0.007818,-0.502245,0,0.318437,-0.001963,0.058101,1,0.007854,0.000867,-0.030194,-0.002719,-2.906732,-0.353682,-1.221169,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325171,0.479486,0.600627,-0.46647,-2.205048,0.209522,1.67622,0.581541,0.50224,-0.00165,-0.864715,0,-0.007595,-0.999958,-0.002503,0,-0.864692,0.007825,-0.502242,0,0.318436,-0.001968,0.0581,1,0.007843,0.000822,-0.030138,-0.002678,-2.907857,-0.351083,-1.225849,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325172,0.47949,0.600627,-0.46647,-2.205051,0.209523,1.67622,0.581539,0.502238,-0.001646,-0.864717,0,-0.007591,-0.999958,-0.002505,0,-0.864693,0.007823,-0.502239,0,0.318434,-0.001967,0.0581,1,0.00783,0.000834,-0.030094,-0.002685,-2.908005,-0.343352,-1.227132,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325173,0.479486,0.600622,-0.466471,-2.205048,0.209522,1.676222,0.581534,0.502246,-0.001642,-0.864712,0,-0.007593,-0.999958,-0.002511,0,-0.864689,0.007826,-0.502247,0,0.318437,-0.001968,0.058101,1,0.007857,0.000823,-0.030189,-0.002682,-2.907428,-0.333214,-1.226878,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325174,0.479488,0.600622,-0.466468,-2.205046,0.209521,1.676222,0.581542,0.502247,-0.001646,-0.864711,0,-0.007591,-0.999958,-0.002505,0,-0.864688,0.007822,-0.502248,0,0.318438,-0.001966,0.058101,1,0.007865,0.000841,-0.030225,-0.0027,-2.906586,-0.325949,-1.231834,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325175,0.47949,0.60062,-0.466463,-2.205048,0.209519,1.676223,0.581545,0.502246,-0.001644,-0.864712,0,-0.007585,-0.999958,-0.002504,0,-0.864689,0.007817,-0.502248,0,0.318438,-0.001964,0.058101,1,0.007861,0.00086,-0.030214,-0.002715,-2.905612,-0.32626,-1.239816,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325176,0.479488,0.600624,-0.466468,-2.205048,0.209521,1.67622,0.581543,0.502242,-0.001648,-0.864714,0,-0.007592,-0.999958,-0.002504,0,-0.864691,0.007822,-0.502243,0,0.318436,-0.001967,0.058101,1,0.007848,0.000836,-0.030161,-0.002691,-2.904844,-0.330403,-1.24556,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325177,0.479491,0.600622,-0.466467,-2.205048,0.209522,1.676221,0.581541,0.502244,-0.001644,-0.864713,0,-0.007588,-0.999958,-0.002507,0,-0.86469,0.00782,-0.502245,0,0.318437,-0.001965,0.058101,1,0.007852,0.000851,-0.030181,-0.002705,-2.90423,-0.330835,-1.248514,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325178,0.479491,0.600622,-0.466462,-2.205047,0.209521,1.67622,0.581535,0.502242,-0.001633,-0.864714,0,-0.00758,-0.999958,-0.002514,0,-0.864691,0.007817,-0.502244,0,0.318437,-0.001963,0.058101,1,0.007851,0.00087,-0.030181,-0.002721,-2.902875,-0.332718,-1.248909,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325179,0.47949,0.600627,-0.466468,-2.205048,0.209522,1.676223,0.581542,0.502243,-0.001647,-0.864714,0,-0.007589,-0.999958,-0.002503,0,-0.864691,0.00782,-0.502244,0,0.318436,-0.001966,0.058099,1,0.007848,0.000842,-0.030161,-0.002696,-2.902109,-0.339261,-1.244662,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325180,0.479488,0.600624,-0.46647,-2.205051,0.209521,1.676223,0.581542,0.502242,-0.00165,-0.864714,0,-0.007594,-0.999958,-0.002502,0,-0.864691,0.007823,-0.502243,0,0.318436,-0.001968,0.0581,1,0.007841,0.000827,-0.030132,-0.002682,-2.902465,-0.341541,-1.237379,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325181,0.479486,0.600628,-0.466465,-2.20505,0.209522,1.676219,0.581542,0.502236,-0.001648,-0.864718,0,-0.007593,-0.999958,-0.002504,0,-0.864695,0.007823,-0.502237,0,0.318434,-0.001967,0.058099,1,0.007826,0.000838,-0.030079,-0.002688,-2.902979,-0.336974,-1.229201,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325182,0.47949,0.600619,-0.466468,-2.205049,0.209522,1.676222,0.581536,0.502246,-0.001638,-0.864712,0,-0.007587,-0.999958,-0.002512,0,-0.864689,0.007822,-0.502247,0,0.318437,-0.001965,0.058101,1,0.007856,0.00085,-0.030194,-0.002705,-2.903205,-0.332637,-1.221827,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325183,0.47949,0.600621,-0.46647,-2.205048,0.209523,1.676219,0.581536,0.502245,-0.001641,-0.864713,0,-0.007589,-0.999958,-0.00251,0,-0.864689,0.007823,-0.502246,0,0.318437,-0.001966,0.058102,1,0.007857,0.000843,-0.030193,-0.002699,-2.902625,-0.331296,-1.222089,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325184,0.479486,0.600624,-0.466468,-2.205048,0.209522,1.676222,0.581541,0.502244,-0.001648,-0.864713,0,-0.007593,-0.999958,-0.002505,0,-0.86469,0.007824,-0.502245,0,0.318437,-0.001967,0.0581,1,0.00785,0.000833,-0.030167,-0.002689,-2.901697,-0.330282,-1.228688,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325185,0.479487,0.600625,-0.466465,-2.205048,0.209519,1.676219,0.581541,0.502239,-0.001645,-0.864716,0,-0.007588,-0.999958,-0.002505,0,-0.864693,0.00782,-0.50224,0,0.318436,-0.001966,0.0581,1,0.007842,0.000843,-0.030142,-0.002696,-2.90045,-0.328985,-1.231549,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325186,0.479488,0.600619,-0.466463,-2.205042,0.209521,1.676222,0.581535,0.502251,-0.001633,-0.864709,0,-0.007582,-0.999958,-0.002515,0,-0.864686,0.007819,-0.502253,0,0.318441,-0.001964,0.058102,1,0.007886,0.000864,-0.030307,-0.002724,-2.899758,-0.330666,-1.230713,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325187,0.47949,0.600624,-0.466467,-2.20505,0.209521,1.676223,0.581535,0.502243,-0.001639,-0.864714,0,-0.007585,-0.999958,-0.00251,0,-0.864691,0.007819,-0.502244,0,0.318436,-0.001966,0.0581,1,0.007845,0.000844,-0.030151,-0.002697,-2.900395,-0.335827,-1.230776,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325188,0.479486,0.600621,-0.466465,-2.20505,0.20952,1.676223,0.581537,0.502244,-0.00164,-0.864713,0,-0.007588,-0.999958,-0.002511,0,-0.86469,0.007823,-0.502245,0,0.318436,-0.001966,0.058101,1,0.007847,0.000842,-0.030157,-0.002696,-2.900082,-0.340269,-1.230666,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325189,0.47949,0.600622,-0.46647,-2.205051,0.209521,1.676224,0.581541,0.502245,-0.001648,-0.864713,0,-0.007591,-0.999958,-0.002504,0,-0.864689,0.007822,-0.502246,0,0.318437,-0.001967,0.058101,1,0.007849,0.000834,-0.030163,-0.002689,-2.897887,-0.341039,-1.2331,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325190,0.47949,0.600622,-0.466464,-2.205053,0.209522,1.67622,0.581541,0.502238,-0.001643,-0.864717,0,-0.007588,-0.999958,-0.002507,0,-0.864693,0.007821,-0.502239,0,0.318434,-0.001964,0.0581,1,0.007825,0.000858,-0.030082,-0.002705,-2.894364,-0.339682,-1.237646,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325191,0.479491,0.600619,-0.466467,-2.205051,0.209521,1.676219,0.581538,0.502243,-0.00164,-0.864714,0,-0.007587,-0.999958,-0.00251,0,-0.864691,0.007822,-0.502244,0,0.318436,-0.001965,0.058102,1,0.007845,0.000852,-0.030155,-0.002704,-2.889853,-0.340193,-1.239908,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325192,0.479485,0.600629,-0.46647,-2.205045,0.209523,1.676218,0.581536,0.502239,-0.001646,-0.864716,0,-0.007594,-0.999958,-0.002507,0,-0.864693,0.007826,-0.50224,0,0.318436,-0.001968,0.0581,1,0.007846,0.000822,-0.03015,-0.002678,-2.887929,-0.339525,-1.239442,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325193,0.479485,0.600624,-0.466468,-2.205051,0.209523,1.676219,0.581539,0.502239,-0.001646,-0.864716,0,-0.007594,-0.999958,-0.002508,0,-0.864693,0.007826,-0.50224,0,0.318435,-0.001967,0.0581,1,0.007834,0.000832,-0.030107,-0.002685,-2.890045,-0.332954,-1.23585,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325194,0.479486,0.600627,-0.466468,-2.205049,0.209522,1.676218,0.581543,0.502238,-0.00165,-0.864717,0,-0.007595,-0.999958,-0.002503,0,-0.864694,0.007824,-0.502239,0,0.318435,-0.001967,0.0581,1,0.007836,0.000831,-0.030114,-0.002684,-2.891899,-0.325173,-1.230663,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325195,0.479485,0.600628,-0.46647,-2.20505,0.209523,1.676222,0.581541,0.50224,-0.001652,-0.864716,0,-0.007598,-0.999958,-0.002502,0,-0.864692,0.007827,-0.502241,0,0.318435,-0.001969,0.058099,1,0.007836,0.000816,-0.03011,-0.002671,-2.8919,-0.319314,-1.223635,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325196,0.479485,0.600619,-0.46647,-2.205045,0.209521,1.676222,0.581535,0.502251,-0.001641,-0.864709,0,-0.007591,-0.999958,-0.002512,0,-0.864686,0.007826,-0.502252,0,0.31844,-0.001968,0.058102,1,0.007877,0.000828,-0.030262,-0.002691,-2.892552,-0.313378,-1.218899,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325197,0.479493,0.600624,-0.46646,-2.205048,0.209521,1.676223,0.581538,0.502243,-0.001634,-0.864714,0,-0.007577,-0.999959,-0.002511,0,-0.864691,0.007814,-0.502244,0,0.318436,-0.001962,0.058099,1,0.007848,0.000879,-0.030173,-0.002728,-2.894338,-0.313744,-1.220823,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325198,0.479488,0.600621,-0.466467,-2.205051,0.209521,1.676223,0.58154,0.502244,-0.001644,-0.864713,0,-0.00759,-0.999958,-0.002507,0,-0.86469,0.007822,-0.502245,0,0.318436,-0.001966,0.058101,1,0.007846,0.000842,-0.030154,-0.002696,-2.894707,-0.324017,-1.223387,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325199,0.479491,0.600621,-0.466465,-2.205045,0.209522,1.676222,0.581539,0.502248,-0.001639,-0.864711,0,-0.007584,-0.999958,-0.00251,0,-0.864688,0.007819,-0.502249,0,0.318439,-0.001964,0.058101,1,0.007868,0.000862,-0.030242,-0.002718,-2.893503,-0.336351,-1.226905,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
